STUFFID,bibtex,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_name,nonling,language,notes_lang,language_glotto,notes_glotto,population,notes_var,accuracy,ambiguity,aoa,arousal,assoc,category,cloze,complex,concrete,confusion,context,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imageagree,imagevar,imagine,intense,letters,meaning,modality,morph,nameagree,orthon,phonemes,phonon,pos,prime,pronounce,recall,recognition,rime,rt,semantic,sensory,sentcomp,similar,syllables,syntax,typical,valence,visualcomp,wordcomp
541,Cramer1970,Cramer,1970,A study of homographs,"In L. Postman & G. Keppel (Eds.), Norms of word association",New York: Academic Press,361--382,,,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Rosenzweig1970,Rosenzweig,1970,"International Kent-Rosanoff word association norms, emphasizing those of French male and female students and French workmen","In L. Postman & G. Keppel (Eds.), Norms of word association",,95--176,,,,Words,Kent & Resanoff (1910),,,,,0,French,,stan1290,,"Gender, workmen",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Russell1970,Russell,1970,The complete German language norms for responses to 100 words from the Kent-Rosanoff word association test,"In L. Postman & G. Keppel (Eds.), Norms of word association",,53--94,,100,,Words,Kent & Resanoff (1910),,,,,0,German,,stan1295,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Keppel1970,Keppel & Strand,1970,Free-association responses to the primary responses and other responses selected from the Palermo-Jenkins norms,"In L. Postman & G. Keppel (Eds.), Norms of word association",,177--239,,,,Words,,,Palermo & Jenkins (1964),,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Miller1970,Miller,1970,Free-association responses of English and Australian students to 100 words from the Kent-Rosanoff word association test,"In L. Postman & G. Keppel (Eds.), Norms of word association",,39--52,,100,,Words,Kent & Resanoff (1910),,,,,0,English,,stan1293,,English and Australian students,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Ervin-Tripp1970,Ervin-Tripp,1970,"Substitution, context, and association","In L. Postman & G. Keppel (Eds.), Norms of word association",New York: Academic Press,383--467,,,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Deese1964,Deese,1964,The associative structure of some common English adjectives,Journal of Verbal Learning and Verbal Behavior,3,347--357,10.1016/S0022-5371(64)80001-3,278,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
548,Hayden1969,Hayden & Loud,1969,Some norms for the pronouncibility of nonsense syllables,Psychological Reports,25,415--418,10.2466/pr0.1969.25.2.415,200,,Syllables,,,,Nonsense syllables,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
549,Hirata1971,Hirata & Bryden,1971,Tables of letter sequences varying in order of approximation to English,Psychonomic Science,25,322--324,,100,40,Letters,,Letters,,Letter sequences that approximate English,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Howes1966,Howes,1966,A word count of spoken English,Journal of Verbal Learning and Verbal Behavior,5,572--604,10.1016/S0022-5371(66)80093-2,9699,,Words,Interviews with students and hospital patients,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,HULL1973,Hull,1973,A letter-digit matrix of auditory confusions,British Journal of Psychology,64,579--585,10.1111/j.2044-8295.1973.tb01384.x,,,Phonemes,,,,,,0,English,,stan1293,,Gender,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Johnson1964,Johnson,1964,Mean associative latencies of 200 CVC trigrams,Journal of Psychology,58,301--305,10.1080/00223980.1964.9916748,200,,Letters,,,,CVC trigrams,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
553,JonesLyleV.|Wepman1966,Jones & Wepman,1966,A spoken word count,Chicago: Language Research Association,,,,,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Kausler1970,Kausler & Kollasch,1970,Word associations to homographs,Journal of Verbal Learning and Verbal Behavior,9,444--449,10.1016/S0022-5371(70)80086-X,40,,Homo/Heterographs,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
555,Kucera1967,Kucera & Francis,1967,Computational analysis of present-day American English,"Providence, RI: Brown University Press",,,,1000000,,Corpus,,,,,Brown Corpus,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Locascio1972,Locascio & Ley,1972,Scaled-rated meaningfulness of 319 CVCVC words and paralogs previously assessed for associative reaction time,Journal of Verbal Learning and Verbal Behavior,11,243--250,10.1016/S0022-5371(72)80084-7,319,,Letters,,,,CVCVC combinations,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
557,Lorge1949,Lorge,1949,The semantic count of the 570 commonest English words,New York: Bureau of Publications,Columbia University,,,570,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,PalermoD.S.&Jenkins1964,Palermo & Jenkins,1964,Word association norms: Grade school through college,Minneapolis: University of Minnesota Press,,,,200,,Words,Kent & Resanoff (1910),,,,,0,English,,stan1293,,"Gender, Grades 4-8, 10, 12, and college students",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Perfetti1971,"Perfetti, Lindsey, & Garson",1971,Association and uncertainty: Norms of association to ambiguous words,"Pittsburgh: University of Pittsburgh, Learning Research and Development Center",,,,,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
560,Rawlinson1976,Rawlinson,1976,Bigram frequency counts and anagram list,The Quarterly Journal of Experimental Psychology,21,125--142,10.1080/14640747608400546,,,Letters,,Anagrams,,Bigrams,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Solso1982,"Solso, Juel, & Rubin",1982,The frequency and versatility of initial and terminal letters in English words,Journal of Verbal Learning and Verbal Behavior,21,220--235,10.1016/S0022-5371(82)90581-3,26,,Letters,Kucera & Francis (1967),,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Spreen1966,Spreen & Schultz,1966,"Parameters of abstraction, meaningfulness, and pronunciability for 329 nouns",Journal of Verbal Learning and Verbal Behavior,5,459--468,10.1016/S0022-5371(66)80061-0,329,,Words,,,,Nouns,,0,English,,stan1293,,,Specificity,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Taylor1967,Taylor & Kimble,1967,Association value of 320 selected words and paralogs,Journal of Verbal Learning and Verbal Behavior,6,744--752,10.1016/S0022-5371(67)80080-X,320,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Toglia1978,Toglia & Battig,1978,Handbook of semantic word norms,"Hillsdale, NJ: Erlbaum",,,,1153,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
565,Underwood1960,Underwood & Schultz,1960,Meaningfulness and verbal learning,Chicago: Lippincott,,,,,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,WepmanJosephM.|Hass1969,Wepman & Hass,1969,"A Spoken Word Count (Children--Ages 5, 6 and 7).",Chicago: Language Research Association,,,,,,Words,,,,,,0,English,,stan1293,,Children,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Whitten1979,"Whitten, Suter, & Frank",1979,Bidirectional synonym ratings of 464 noun pairs,Journal of Verbal Learning and Verbal Behavior,18,109--127,10.1016/S0022-5371(79)90604-2,464,,Word Pairs,,,,,,0,English,,stan1293,,,Synonymy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
568,Zettersten1978,Zettersten,1978,A word-frequency list based on American English press reportage,Copenhagen: University of Copenhagen,,,,,,Words,Kucera & Francis (1967),,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Thorndike1945,Thorndike & Lorge,1944,"The teachers word book of 30,000 words","New York: Teachers College Bureau of Publications, Columbia University",,,,30000,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,VAKAR1965,Vakar,1965,"A word count of spoken Russian, the Soviet usage",Ohio State University Press,,,,2380,,Words,,,,,,0,Russian,,russ1263,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Spolsky1971,Spolsky,1971,"A spoken word count of six-year-old navajo children, with supplement--complete word list",Navajo Reading Study Progress Report No. 10.,,1--212,,,,Words,,,,,,0,Navajo,,nava1243,,,Type-token ratio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Pastizzo2007,Pastizzo & Carbone,2007,Spoken word frequency counts based on 1.6 million words in American English,Behavior Research Methods,39,1025--1028,10.3758/BF03193000,34922,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Rossion2004,Rossion & Pourtois,2004,Revisiting Snodgrass and Vanderwarts object pictorial set: The role of surface detail in basic-level object recognition,Perception,33,217--236,10.1068/p5117,260,,Color drawings,"Snodgrass & Vanderwart (1980); Peabody Picture Vocabulary Test, Max Planck Psycholinguistics, Boston Naming Test",,,,,1,English,,stan1293,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Verschuere2001,"Verschuere, Crombez, & Koster",2001,The International Affective Picture System: A Flemish validation study,Psychologica Belgica,41,205--217,,60,,Pictures,"IAPS: Lang, Bradley, & Cuthbert (1999)",,,,,1,Dutch,Flemish,dutc1256,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
575,Bai2005,"Bai, Ma, Huang, & Luo",2005,The development of native Chinese affective picture system--A pretest in 46 college students,Chinese Mental Health Journal,19,719--722,10.3321/j.issn:1000-6729.2005.11.001,852,,Pictures,,,,,Chinese Affective Picture System (CAPS),1,Chinese,,mand1415,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
576,Druks2000,Druks & Masterson,2000,An object and action naming battery with pairwise matching on various psycholinguistic characteristics,,,,,162,100,Words,,Words,,"Objects, actions",,0,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577,Baayen1995,"Baayen, Piepenbrock, & Gulikers",1995,The CELEX lexical database [CD-ROM],Philadelphia: Linguistic Data Consortium,University of Pennsylvania,,,80000,,Words,,,,,,0,Multiple,"English, Dutch, German",,"stan1293, dutc1256, stan1295",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Medler2005,Medler & Binder,2005,MCWord: An on-line orthographic database of the English language,Available: http://www.neuro.mcw.edu/mcword/,,,,66372,,Words,,,,,MCWord,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Kent1910,Kent & Rosanoff,1910,A study of association in insanity,The American Journal of Psychiatry,67,317--390,10.1037/13767-000,100,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Hager1985,"Hager, Mecklenbrauker, Moller, & Westermann",1985,"Emotionsgehalt, Bildhaftigkeit, Konkretheit und Bedeutungshaltigkeit von 580 Adjektiven: Ein Beitrag zur Normierung und zur PrÅ_fung einiger Zusammenhangshypothesen",Archives de Psychologie,137,75--97,,580,,Words,,,,Adjectives,,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
581,Wipphic1977,Wipphic & Bredenkamp,1977,"Bestimmung der bildhaftigkeit, konkretheit und der bedeutungshaltigkeit von 498 verben und 400 adjektiven",Zeitschrift for Experimentelle & Angewandte Psychologie,24,671--680,,498,400,Words,,Words,,"Verbs, adjectives",,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Busz1994,"Busz, Cohen, Poser, Schumer, Schumer, & Sonnenfeld",1972,Die soziale Bewertung von 880 Eigenschaftsbegriffen sowie die Analyse der __¥hnlichkeitsbeziehungen zwischen einigen dieser Begriffe,Zeitschrift for Experimentelle & Angewandte Psychologie,19,282--308,,880,,Words,,,,,,0,German,,stan1295,,,Social evaluation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
583,Hager1994,Hager & Hasselhorn,1994,Handbuch deutschsprachiger Wortnormen,Gottingen: Hogrefe,,,,,,Words,,,,,,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Klapprott1971,Klapprott,1972,ErwÅ_nschtheit und Bedeutung von 338 alltagspsychologischen Eigenschaftsbegriffen,Psychologische Beitroge,14,496--520,,338,,Words,,,,Traits,,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Moller1991,Moller & Hager,1991,"Angenehmheit, bedeutungshaltigkeit, bildhaftigkeit und konkretheit_Abstraktheit von 452 adjektiven",Sprache & Kognition,10,39--51,,452,,Words,,,,Adjectives,,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
586,Amano2003,Amano & Kondo,2003,NTT detabesu shirizu: Nihongo no goi-tokusei dai 1-ki CD-ROM-ban,Tokyo: Sanseido (in Japanese).,,,,,,Words,,,,,,0,Japanese,,nucl1643,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Leung2002,Leung & Law,2002,HKCAC: the Hong Kong Cantonese adult language corpus,International Journal of Corpus Linguistics,6,305--325,10.1075/ijcl.6.2.06leu,170000,,Corpus,,,,,The Hong Kong Cantonese Adult Language Corpus (HKCAC),0,Chinese,Cantonese,cant1236,cant1236,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Durda2006,Durda & Buchanan,2006,WordMine2 [Online],Available: http://web2.uwindsor.ca/wordmine ,,,,66000,,Words,,,,,WordMine2,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
589,Buchanan2000,Buchanan & Westbury,2000,Wordmine database: Probabilistic values for all four to seven letter words in the English Language,Available: http://www.wordmine.info,,,,66000,,Words,,,,,WordMine,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Marques1997,Marques,1997,Normas de tipicidade e familiaridade para diferentes categorias de itens verbais,Revista Portuguesa de Psicologia,32,35--55,,,,Categories,,,,,,0,Spanish,,stan1288,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591,Marques2004,Marques,2004,Normas de familiaridade para substantivos comuns,Laboratorio de Psicologia,2,5--19,,,,Words,,,,Nouns,,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Marques2005,Marques,2005,Normas de imagetica e concreteza para substantivos comuns,Laboratorio de Psicologia,3,65--75,,,,Words,,,,Nouns,,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Fontaine2002,"Fontaine, Poortinga, Setiadi & Suprapti",2002,Cognitive structure of emotion terms in Indonesia and The Netherlands,Cognition and Emotion,16,61--86,10.1080/02699933014000130,120,,Words,,,,,,0,English,,stan1293,,"Indonesia, The Netherlands",,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,Frijda1989,"Frijda, Kuipers, ter Schure",1989,"Relations among emotion, appraisal, and emotional action readiness",Journal of Personality and Social Psychology,57,212--228,10.1037//0022-3514.57.2.212,32,,Words,,,,,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
596,Hermans1994,Hermans & de Houwer,1994,Affective and subjective familiarity ratings of 740 Dutch words,Psychologica Belgica,34,115--139,,740,,Words,,,,"Nouns, trait words",,0,Dutch,,dutc1256,,Gender,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,Nishimoto1996,Nishimoto & Hayashi,1996,"A standardized set of 143 pictures: Norms for name agreement, image agreement, and familiarity",Waseda Psychological Reports,28,59--85,,143,,Pictures,,,,,,1,Japanese,,nucl1643,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Content1990,"Content, Mousty, & Radeaux",1990,BRULEX: une base de donnees lexicale informatisee pour le francais ecrit et parle,LAnn_e psychologique,90,551--566,10.3406/psy.1990.29428,30000,,Words,,,,,BRULEX,0,French,,stan1290,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
599,Perez2003,"Perez, Alameda, & Cuetos",2003,"Frequency, length and orthographic vecinidad the words of 3-16 letters of the dictionary of the Spanish language",Electronic Journal of Methodology Applied,8,1--10,,,,Words,,,,3-16 letter words,,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Masterson1998,Masterson & Druks,1998,"Description of a set of 164 nounsand 102 verbs matched for printed word frequency, familiarity and age-of-acquisition",Journal of Neurolinguistics,11,331--354,10.1016/S0911-6044(98)00023-2,164,102,Pictures,,Pictures,,"Objects, action pictures",,1,English,,stan1293,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
601,VanOverschelde2004,"Van Overschelde, Rawson, & Dunlosky",2004,Category norms: An updated and expanded version of the Battig and Montague (1969) norms,Journal of Memory and Language,50,289--335,10.1016/j.jml.2003.10.003,70,,Categories,Battig & Montague (1969),,,,,0,English,,stan1293,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
602,Coltheart1981,Coltheart,1981,The MRC psycholinguistic database,The Quarterly Journal of Experimental Psychology,33A,497--505,10.1080/14640748108400805,98538,,Words,,,,,MRC Psycholinguistic Database,0,English,,stan1293,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
604,Allen2014,Allen & Conklin,2014,Cross-linguistic similarity norms for Japanese_English translation equivalents,Behavior Research Methods,46,540--563,10.3758/s13428-013-0389-z,193,,Word Pairs,"Nishimoto, Miyawaki, Ueda, Une, & Takahashi (2005); Kilgariff, Rychly, Smrz, & Tugwell (2004)",,,,,0,Multiple,"Japanese, English",,"nucl1643, stan1293",,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
606,Brysbaert2014,"Brysbaert, Warriner, & Kuperman",2014,Concreteness ratings for 40 thousand generally known English word lemmas,Behavior Research Methods,46,904--911,10.3758/s13428-013-0403-5,37058,2896,Words,"SUBTLEX-US: Brysbaert & New (2009); ELP: Balota, Yap, Cortese, Hutchison, Kessler, Loftis, Neely, Nelson, Simpson, & Treiman (2007)",Word Pairs,"BLP: Keuleers, Lacey, Rastle, & Brysbaert (2012); Davies (2009)",,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Comesana2014,"Comesana, Fraga, Moreira, Frade, & Soares",2014,Free associate norms for 139 European Portuguese words for children from different age groups,Behavior Research Methods,46,564--574,10.3758/s13428-013-0388-0,139,,Words,"Comesa_ _a, Soares, S_ çnchez-Casas, & Lima (2012); Macizo, Gomez-Ariza, & Bajo (2000)",,Elhuyar dictionary,,,0,Portuguese,European Portuguese,port1283,,Children 7-12 years old,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
