STUFFID,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_program,data_name,language,notes_lang,population,notes_var,aoa,ambiguity,arousal,assoc,category,cloze,complex,concrete,confusion,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imagevar,imagine,intense,meaning,modality,morph,nameagree,orthon,pos,phonon,prime,pronounce,rt,recall,recognition,rime,semantic,sensory,sentcomp,typical,valence,visualcomp,wordcomp,syllables,letters,phonemes,imageagree,similar
424,Montague & Kiess,1968,The associability of CVC pairs,Journal of Experimental Psychology: General,78,1-23,10.1037/h0026302,320,,Word Pairs,Archer (1960),,,CVC trigram pairs,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Noble,1961,"Measurements of association value (A), rated associations (A), and scaled meaningfulness (M) for the 2100 CVC combinations of the English alphabet",Psychological Reports,8,487-521,10.2466/pr0.1961.8.3.487,2100,,Letters,,,,CVC trigrams,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"Paivio, Yuille, & Madigan",1968,"Concreteness, imagery, and meaningfulness values for 925 nouns",Journal of Experimental Psychology: General,76,1-25,10.1037/h0025327,925,,Words,,,,Nouns,0,,English,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Yates,1978,Priming dominant and unusual senses of ambiguous words,Memory & Cognition,6,636-643,10.3758/BF03198254,50,,Words,,,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,Wilding & Mohindra,1981,Ratings of the degree of synonymity of 279 noun pairs,British Journal of Psychology,72,231-240,10.1111/j.2044-8295.1981.tb02181.x,279,,Word Pairs,,,,,0,,British English,,,Synonymity  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
429,Wilding & Mohindra,1983,Preferred synonyms for each noun of 279 synonym pairs,British Journal of Psychology,74,91-106,10.1111/j.2044-8295.1983.tb01846.x,279,,Word Pairs,,,,,0,,English,,,Synonymity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
430,Nelson & Narens,1980,"Norms of 300 general-information questions:  accuracy of recall, latency of recall,  and feeling-of-knowing ratings",Journal of Verbal Learning and Verbal Behavior,19,338--368,10.1016/S0022-5371(80)90266-2,300,,Cloze/Sentences,,,,,0,,English,,,Feelings of knowing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Nielsen,2011,A new ANEW: Evaluation of a word list for sentiment analysis in microblogs,Proceedings of the ESWC2011 Workshop on Making Sense of Microposts: Big things come in small packages 718 in CEUR Workshop Proceedings,http://arxiv.org/abs/1103.2903,93-98,,2477,,Words,,,,,1,AFINN,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
432,Nelson & McEvoy,2000,What is this thing called frequency?,Memory & Cognition,28,509-522,10.3758/BF03201241,5019,,Words,"Nelson, McEvoy, & Schreiber (1998)",,,,0,,English,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,New & Spinelli,2013,Diphones-fr: A French database of diphone positional frequency,Behavior Research Methods,45,758-764,10.3758/s13428-012-0285-y,10000,,Phonemes,"Lexique 3.80: New, Pallier, Ferrand, & Matos (2001); New, Brysbaert, Veronis, & Pallier (2007)",,,,1,Diphones-fr,French,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
434,"Hassanali, Liu, Iglesias, Solorio & Dollaghan",2014,Automatic generation of the index of productive syntax for child language transcripts,Behavior Research Methods,46,254-262,10.3758/s13428-013-0354-x,,,Other,,,,,1,AC-IPSyn,English,,Child language transcripts,Syntax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,"McNamara, Crossley, & Roscoe",2013,Natural language processing in an intelligent writing strategy tutoring system,Behavior Research Methods,45,499-515,10.3758/s13428-012-0258-1,,,Other,,,,,1,Writing Pal,English,,,"Lexical diversity, Cohesion, Rhetorical, Reading ease",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,"Juhasz, Yap, Dicke, Taylor, & Gullick",2011,Tangible words are recognized faster: The grounding of meaning in sensory and perceptual systems,The Quarterly Journal of Experimental Psychology,64,1683-1691,10.1080/17470218.2011.605150,2850,,Words,,,,,0,,English,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
437,Kanske & Kotz,2007,Concreteness in emotional words: ERP evidence from a hemifield study,Brain Research,1148,138-148,10.1016/j.brainres.2007.02.044,720,,Words,,,,Nouns,0,,German,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,"Migo, Montaldi, & Mayes",2013,A visual object stimulus database with standardized similarity information,Behavior Research Methods,45,344-354,10.3758/s13428-012-0255-4,1095,,Pictures,,,,50 picture sets,0,,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
439,Ley & Locascio,1970,Associative reaction time and meaningfulness of CVCVC response terms in paired-associate learning,Journal of Experimental Psychology: General,83,445-450,10.1037/h0028861,65,,Words,,,,CVCVC words,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,"Lima, Castro, & Scott",2013,When voices get emotional: A corpus of nonverbal vocalizations for research on emotion processing,Behavior Research Methods,45,1234-1245,10.3758/s13428-013-0324-3,121,,Sounds,,,,,0,,English,,,Authenticity,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,Lippman,1974,Enactive imagery in paired-associate learning,Memory & Cognition,2,385-390,10.3758/BF03209014,226,,Words,,,,Verbs,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"Little, Oehmen, Dunn, Hird, & Kirsner",2013,Fluency Profiling System: An automated system for analyzing the temporal properties of speech,Behavior Research Methods,45,191-202,10.3758/s13428-012-0222-0,,,Sounds,,,,,1,Fluency Profiling System,English,,,Program allows speech pause calculation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,"McNamara, Louwerse, McCarthy, & Graesser",2001,Coh-Metrix: Capturing linguistic features of cohesion,Discourse Processes,47,292-330,10.1080/01638530902959943,,,Other,,,,,1,Coh-Metrix,English,,,"Cohesion, Text difficulty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Jasmin & Casasanto,2012,The QWERTY Effect: How typing shapes the meanings of words,Psychonomic Bulletin & Review,19,499-504,10.3758/s13423-012-0229-7,1031,,Words,ANEW: Bradley & Lang (1999),,,,1,DANEW,Dutch,,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,"Jenkins, Russell, & Suci",1958,An atlas of semantic profiles for 360 words,The American Journal of Psychology,71,688-699,,360,,Words,,,,,0,,English,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
448,"Kikuchi, Yamashita, Sagawa, & Wake",1979,An analysis of tactile letter confusions,Perception & Psychophysics,26,295-301,10.3758/BF03199883,26,,Letters,,,,,0,,English,,,Letters generated by a 17X17 matrix of tactile stimulators,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
449,Klee & Legge,1976,Estimates of concreteness and other indices for 200 transitive verbs,Journal of Experimental Psychology: General,2,497-507,10.1037/0278-7393.2.4.497,200,,Words,,,,Transitive verbs,0,,English,,,"Observability, acceptability",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450,Lachaud,2009,CHACQFAM : une base de donnees renseignant lage dacquisition estime et la familiarite pour 1225 mots mono syllabiques et bisyllabiques du Francais,,,,,1225,,Words,,,,,1,CHACQFAM,French,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,"Lagace, Downing-Doucet, & Guerard",2013,Norms for grip agreement for 296 photographs of objects,Behavior Research Methods,45,772-781,10.3758/s13428-012-0283-0,296,,Pictures,,,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
452,"Lenci, Baroni, Cazzolli, & Marotta",2013,BLIND: a set of semantic feature norms from the congenitally blind,Behavior Research Methods,45,1218-1233,10.3758/s13428-013-0323-4,70,,Words,,,,,1,BLIND,English,,,Feature production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,Forrester & Tambs,1976,Word associations to 19 vowels,Journal of Experimental Psychology: Human Learning and Memory,2,200-207,10.1037/0278-7393.2.2.200,19,,Letters,,,,,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,"Frank, Fernandez-Monsalve, Thompson, & Vigliocco",2013,Reading time data for evaluating broad-coverage models of English sentence processing,Behavior Research Methods,45,1182-1190,10.3758/s13428-012-0313-y,361,,Cloze/Sentences,,,,,0,,English,,,Eye tracking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,"Gilmore, Hersh, Caramazza, & Griffin",1979,Multidimensional letter similarity derived from recognition errors,Perception & Psychophysics,25,425-431,10.3758/BF03199852,26,,Letters,,,,,0,,English,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Gorman,1961,Recognition memory for nouns as a function of abstractness and frequency,Journal of Experimental Psychology: General,61,23-29,10.1037/h0040561,1061,,Words,Thorndike & Lorge (1944),,,Nouns,0,,English,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,"Graves, Binder, & Seidenberg",2013,"Noun_noun combination: Meaningfulness ratings and lexical statistics for 2,160 word pairs",Behavior Research Methods,45,463-469,10.3758/s13428-012-0256-3,2160,,Word Pairs,,,,,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
458,Grigoriev & Oshhepkov,2013,Objective age of acquisition norms for a set of 286 words in Russian: Relationships with other psycholinguistic variables,Behavior Research Methods,45,1208-1217,10.3758/s13428-013-0319-0,286,,Words,,,,,0,,Other,Russian,,Picture agreement,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459,"Yap, Liow, Jalil, & Faizal",2010,"The Malay Lexicon Project: A database of lexical statistics for 9,592 words",Behavior Research Methods,42,992-1003,10.3758/BRM.42.4.992,9592,,Words,,,,,1,Malay Lexicon Project,Other,Malay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
460,"Cycowicz, Friedma, Rothstein, & Snodgrass",1997,"Picture naming by young children: norms for name agreement, familiarity, and visual complexity",Journal of Experimental Child Psychology,65,171-237,10.1006/jecp.1996.2356,400,,Line drawings,,,,,0,,English,,5-6 year old children,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
461,Desrochers,2006,OMNILEX: A computerized database on the French lexicon,Universit_ d Ottawa,,,,102000,,Words,Larousse (2000); Robert (1998),,,,1,OMNILEX,French,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
462,"Fenson, Dale, Reznick, Bates, Thal, Pethick, Tomasello, Mervis, & Stiles",1994,Variability in early communicative development,Monographs of the Society for Research in Child Development,59,1-185,,396,,Words,,,,,1,MacAuthur Communicative Developmental Inventory,English,,,Production,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Fiez & Tranel,1997,Standardized stimuli and procedures for investigating the retrieval of lexical and conceptual knowledge for actions,Memory & Cognition,25,543-569,10.3758/BF03201129,280,,Words,,,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
464,"Garrard, Lambon Ralph, Hodges, & Patterson",2001,"Prototypicality, distinctiveness, and intercorrelation: analyses of the semantic attributes of living and non living concepts",Cognitive Neuropsychology,18,125-174,0.1080/02643290042000053,64,,Words,,,,,0,,English,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
465,Heise,1965,"Semantic differential profiles for 1,000 most frequent English words",Psychological Monographs: General and Applied,79,1-31,10.1037/h0093884,1000,,Words,,,,,0,,English,,,"Polarizations, activity, potency, stability",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
466,"Heister, Wurzner, Bubenzer, Dohl, Hanneforth, Geyken, & Kliegl",2011,dlexDB: A lexical database for the psychological and linguistic research,Psychologische Rundschau,62,10-20,,,,Words,,,,,1,dlexDB,German,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467,"Hoffman, Lambon Ralph, & Rogers",2012,Semantic diversity: A measure of semantic ambiguity based on variability in the contextual usage of words,Behavior Research Methods,45,718-730,10.3758/s13428-012-0278-x,38544,,Words,BNC: Aston & Burnard (1997),,,,0,,British English,,,Diversity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,Horton & Mecherikoff,1960,Letter preferences: ranking the alphabet,Journal of Applied Psychology,44,252-253,10.1037/h0045399,26,,Letters,,,,,0,,English,,,Ranked preference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,"Hutchison, Balota, Neely, Cortese, Cohen-Shikora, Tse, Yap, Bengson, Niemeyer, & Buchanan",2013,The semantic priming project,Behavior Research Methods,45,1099-1114,10.3758/s13428-012-0304-z,1661,1661,Words,,Words,,,1,Semantic Priming Project,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
470,"Buchanan, Holmes, Teasley, & Hutchison",2013,English semantic word-pair norms and a searchable Web portal for experimental stimulus creation,Behavior Research Methods,45,746-757,10.3758/s13428-012-0284-z,1808,,Words,"Nelson, McEvoy, & Schreiber (2004); Hutchison, Balota, Neely, Cortese, Cohen-Shikora, Tse, Yap, Bengson, Niemeyer, & Buchanan (2013)",,,,0,,English,,,"Semantic feature production, cosine",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
471,"Carneiro, Albuquerque, Fernandez, & Esteves",2007,Analyzing false memories in children with associative lists specific for their age,Child Development,78,171-185,,16,,Categories,,,,,0,,English,,"3-4, 7-8, and 11-12 year olds",DRM false recall lists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"Castaneda, Fahel, & Odom",1961,Associative characteristics of sixty-three adjectives and their relation to verbal paired-associate learning in children,Child Development,32,297-304,,63,,Word Pairs,,,,Adjectives,0,,English,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Chang,2009,Familiarity and age of acquisition ratings for English words by Taiwanese college students,Bulletin of Educational Psychology,41,441- 452,,3080,,Words,,,,,0,,English,, Taiwanese students,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,"De Deyne, Navarro, & Storms",2013,Better explanations of lexical and semantic cognition using networks derived from continued rather than single-word associations,Behavior Research Methods,45,480-498,10.3758/s13428-012-0260-7,12571,,Words,"Ruts, de Deyne, Ameel, Vanpaemel, Verbeemen, & Storms (2004); de Deyne & Storms (2008)",,,,1,Dutch Association Lexicon,Dutch,,,"Density, betweenness",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
476,Denkinger & Koutstaal,2014,A set of 265 pictures standardized for studies of the cognitive processing of temporal and causal order information,Behavior Research Methods,46,229-239,10.3758/s13428-013-0338-x,265,,Line drawings,,,,,0,,English,,"18-30, 60-80 year olds","Temporal/causal ordering, temporal proximity, exclusivity, priority",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,"Dodds, Harris, Kloumann, Bliss, & Danforth",2011,Temporal patterns of happiness and information in a global social network: hedonometrics and twitter,PLoS ONE,6,e26752,10.1371/journal.pone.0026752,10000,,Words,"Twitter, Google, music lyrics, New York Times",,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
478,"Duchon, Perea, Sebastian-Galles, Marti, Carreiras",2013,EsPal: One-stop shopping for Spanish word properties,Behavior Research Methods,45,1246-1258,10.3758/s13428-013-0326-1,277771,244983,Words,,Words,,,1,EsPal,Spanish,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,"Dufour, Peereman, Pallier, & Radeau",2002,VoCoLex: une base de donnees lexicales sur les similarites phonologiques entre les mots francais,LAnn_e psychologique,102,725-745,10.3406/psy.2002.29616,,,Words,,,,,1,Vocolex,French,,,Auditory recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
480,Emmerich,1979,"Developmental differences in ratings of meaningfulness, concreteness, and picturability",Developmental Psychology,15,464-466,10.1037/0012-1649.15.4.464,310,,Words,,,,,0,,English,,"6th grade, college students",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,"Engel, Dougherty, & Jones",1973,Correlation and letter recognition,Canadian Journal of Psychology,27,317-326,10.1037/h0082482,26,,Letters,,,,,0,,English,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"Umla-Runge, Zimmer, Fu, & Wang",2012,An action video clip database rated for familiarity in China and Germany,Behavior Research Methods,44,946-953,10.3758/s13428-012-0189-x,1754,784,Words,,Other,,Videos,0,,Multiple,"German, Chinese",,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
483,"Tsaparina, Bonin, & Meot",2011,"Russian norms for name agreement, image agreement for the colorized version of the Snodgrass and Vanderwart pictures and age of acquisition, conceptual familiarity, and imageability scores for modal object names",Behavior Research Methods,43,1085-1099,10.3758/s13428-011-0121-9,260,,Color drawings,Snodgrass & Vanderwart (1980),,,,0,,English,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,"Tokowicz, Kroll, de Groot, & van Hell",2002,Number-of-translation norms for Dutch-English translations pairs: A new tool for examining language production,"Behavior Research Methods, Instruments, & Computers",34,435-451,10.3758/BF03195472,562,,Word Pairs,,,,,0,,Multiple,"Dutch, English",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
485,"Sirois, Kremin, & Cohen",2006,"Picture-naming norms for Canadian French: Name agreement, familiarity, visual complexity, and age of acquisition",Behavior Research Methods,38,300-306,10.3758/BF03192781,388,,Line drawings,,,,,0,,French,Canadian ,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
486,"Smith-Spark, Moore, Valentine, & Sherman",2006,"Stimulus generation, ratings, phoneme counts, and group classifications for 696 famous people by British adults over 40 years of age",Behavior Research Methods,38,590-597,10.3758/BF03193890,696,,Other,,,,Faces,0,,British English,,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"Soares, Comesana, Pinheiro, Simoes, & Frade",2012,The adaptation of the Affective Norms for English Words (ANEW) for European Portuguese,Behavior Research Methods,44,256-269,10.3758/s13428-011-0131-7,1034,,Words,ANEW: Bradley & Lang (1999),,,,1,PANEW,Portuguese,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
488,Spencer,2009,"Feedforward, backward, and neutral transparency measures for British English",Behavior Research Methods,41,220-227,10.3758/BRM.41.1.220,3222,,Words,,,,,0,,British English,,,Transparency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Stadthagen-Gonzalez & Davis,2006,"The Bristol norms for age of acquisition, imageability, and familiarity",Behavior Research Methods,4,598-605,10.3758/BF03193891,3394,,Words,,,,,0,,English,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Stadtlander & Murdoch,2000,Frequency of occurrence and rankings for touch-related adjectives,"Behavior Research Methods, Instruments, & Computers",32,579-587,10.3758/BF03200831,306,,Words,,,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
491,"Stevenson, Mikels, & James",2007,Characterization of the affective norms for English words by discrete emotional categories,Behavior Research Methods,39,1020-1024,10.3758/BF03192999,1034,,Words,ANEW: Bradley & Lang (1999),,,,0,,English,,,Emotion definitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
492,Stevenson & James,2008,Affective auditory stimuli: Characterization of the International Affective Digitized Sounds (IADS) by discrete emotional categories,Behavior Research Methods,40,315-321,10.3758/BRM.40.1.315,111,,Sounds,IADS: Bradley & Lang (1999),,,,0,,English,,,Emotion definitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
